naslov,avtor,ocena_raw,povezava
Journey Into Fear,Eric Ambler,"3.92 avg rating — 4,480 ratings",https://www.goodreads.com/book/show/23493156-journey-into-fear
Zazie in the Metro,Raymond Queneau,"3.64 avg rating — 9,930 ratings",https://www.goodreads.com/book/show/28369.Zazie_in_the_Metro
The Buddha of Suburbia,Hanif Kureishi,"3.75 avg rating — 21,619 ratings",https://www.goodreads.com/book/show/302998.The_Buddha_of_Suburbia
The Influence,Ramsey Campbell,3.56 avg rating — 851 ratings,https://www.goodreads.com/book/show/218633.The_Influence
Captain Blood,Rafael Sabatini,"4.18 avg rating — 18,056 ratings",https://www.goodreads.com/book/show/158446.Captain_Blood
"Darkmans (Thames Gateway, #3)",Nicola Barker,"3.65 avg rating — 2,486 ratings",https://www.goodreads.com/book/show/1139452.Darkmans
"Alms for Oblivion, Vol. I",Simon Raven,4.30 avg rating — 153 ratings,https://www.goodreads.com/book/show/7040098-alms-for-oblivion-vol-i
Atomised,Michel Houellebecq,"3.80 avg rating — 52,263 ratings",https://www.goodreads.com/book/show/58371.Atomised
A Gun for Sale,Graham Greene,"3.64 avg rating — 4,232 ratings",https://www.goodreads.com/book/show/157307.A_Gun_for_Sale
The Unconsoled,Kazuo Ishiguro(Goodreads Author),"3.59 avg rating — 19,091 ratings",https://www.goodreads.com/book/show/40117.The_Unconsoled
Hurrah for St. Trinian's and Other Lapses,Ronald Searle,3.54 avg rating — 52 ratings,https://www.goodreads.com/book/show/7795623-hurrah-for-st-trinian-s-and-other-lapses
Great Apes,Will Self,"3.66 avg rating — 3,660 ratings",https://www.goodreads.com/book/show/40261.Great_Apes
Tono-Bungay,H.G. Wells,"3.43 avg rating — 1,530 ratings",https://www.goodreads.com/book/show/8668624-tono-bungay
The Butcher Boy,Patrick McCabe,"3.83 avg rating — 10,644 ratings",https://www.goodreads.com/book/show/82965.The_Butcher_Boy
The Westminster Alice,Saki,3.13 avg rating — 110 ratings,https://www.goodreads.com/book/show/23365395-the-westminster-alice
Office Politics,Wilfrid Sheed,3.43 avg rating — 281 ratings,https://www.goodreads.com/book/show/1482609.Office_Politics
The Assistant,Bernard Malamud,"3.90 avg rating — 11,356 ratings",https://www.goodreads.com/book/show/3068.The_Assistant
Joseph Andrews,Henry Fielding,"3.28 avg rating — 6,157 ratings",https://www.goodreads.com/book/show/110170.Joseph_Andrews
How the Dead Live,Will Self,"3.57 avg rating — 2,975 ratings",https://www.goodreads.com/book/show/119115.How_the_Dead_Live
Friday the Rabbi Slept Late (The Rabbi Small Mysteries #1),Harry Kemelman,"3.88 avg rating — 8,856 ratings",https://www.goodreads.com/book/show/16078796-friday-the-rabbi-slept-late
The Belles Lettres Papers,Charles Simmons,3.74 avg rating — 61 ratings,https://www.goodreads.com/book/show/39936868-the-belles-lettres-papers
The Chateau,William Maxwell,3.61 avg rating — 850 ratings,https://www.goodreads.com/book/show/291885.The_Chateau
"After London: or, Wild England",Richard Jefferies,3.08 avg rating — 916 ratings,https://www.goodreads.com/book/show/2220037.After_London
The Child in Time,Ian McEwan(Goodreads Author),"3.58 avg rating — 15,319 ratings",https://www.goodreads.com/book/show/19285042-the-child-in-time
The Adventures of Ferdinand Count Fathom,Tobias Smollett,3.35 avg rating — 82 ratings,https://www.goodreads.com/book/show/3167208-the-adventures-of-ferdinand-count-fathom
The Ordeal of Richard Feverel,George Meredith,3.53 avg rating — 329 ratings,https://www.goodreads.com/book/show/20708.The_Ordeal_of_Richard_Feverel
The Book of the New Sun,Gene Wolfe,"4.25 avg rating — 4,970 ratings",https://www.goodreads.com/book/show/968868.The_Book_of_the_New_Sun
Williwaw,Gore Vidal,3.45 avg rating — 492 ratings,https://www.goodreads.com/book/show/868040.Williwaw
"Last Seen Wearing (Inspector Morse, #2)",Colin Dexter,"3.82 avg rating — 8,684 ratings",https://www.goodreads.com/book/show/76910.Last_Seen_Wearing
Of Love and Hunger,Julian Maclaren-Ross,really liked it4.00 avg rating — 684 ratings,https://www.goodreads.com/book/show/75275.Of_Love_and_Hunger
Roderick Random,Tobias Smollett,"3.49 avg rating — 1,320 ratings",https://www.goodreads.com/book/show/478645.Roderick_Random
Oeuvres complètes: 101 titres La Comédie humaine,Honoré de Balzac,4.32 avg rating — 173 ratings,https://www.goodreads.com/book/show/18739516-oeuvres-compl-tes
Ruth,Elizabeth Gaskell,"3.87 avg rating — 10,238 ratings",https://www.goodreads.com/book/show/18910383-ruth
Put Out More Flags,Evelyn Waugh,"3.80 avg rating — 2,649 ratings",https://www.goodreads.com/book/show/105187.Put_Out_More_Flags
The Betrothed,Alessandro Manzoni,"3.89 avg rating — 18,453 ratings",https://www.goodreads.com/book/show/566328.The_Betrothed
The Expedition of Humphry Clinker,Tobias Smollett,"3.43 avg rating — 3,585 ratings",https://www.goodreads.com/book/show/415836.The_Expedition_of_Humphry_Clinker
Sour Sweet,timothy-mo,3.70 avg rating — 952 ratings,https://www.goodreads.com/book/show/201737.Sour_Sweet
The Ship,C.S. Forester,"4.08 avg rating — 1,889 ratings",https://www.goodreads.com/book/show/84726.The_Ship
Bel-Ami,Guy de Maupassant,"3.87 avg rating — 51,070 ratings",https://www.goodreads.com/book/show/780581.Bel_Ami
White Man Falling,Mike Stocks,3.43 avg rating — 257 ratings,https://www.goodreads.com/book/show/329251.White_Man_Falling
"Rabbit, Run (Rabbit Angstrom, #1)",John Updike,"3.59 avg rating — 64,538 ratings",https://www.goodreads.com/book/show/85386.Rabbit_Run
The Time of Indifference,Alberto Moravia,"3.73 avg rating — 11,252 ratings",https://www.goodreads.com/book/show/67145.The_Time_of_Indifference
"Handley Cross: or, Mr.Jorrocks's Hunt",Robert Smith Surtees,3.92 avg rating — 25 ratings,https://www.goodreads.com/book/show/940897.Handley_Cross
To the Ends of the Earth: A Sea Trilogy,William Golding,4.08 avg rating — 398 ratings,https://www.goodreads.com/book/show/10660.To_the_Ends_of_the_Earth
"Changing Places (The Campus Trilogy, #1)",David Lodge,"3.82 avg rating — 9,476 ratings",https://www.goodreads.com/book/show/69933.Changing_Places
A Tale of a Tub,Jonathan Swift,"3.44 avg rating — 2,134 ratings",https://www.goodreads.com/book/show/865879.A_Tale_of_a_Tub
The Virgin Suicides,Jeffrey Eugenides,"3.78 avg rating — 434,713 ratings",https://www.goodreads.com/book/show/10956.The_Virgin_Suicides
Being Dead,Jim Crace,"3.72 avg rating — 5,502 ratings",https://www.goodreads.com/book/show/92559.Being_Dead
When the Wind Blows,Raymond Briggs,"4.29 avg rating — 4,309 ratings",https://www.goodreads.com/book/show/489946.When_the_Wind_Blows
The Blue Room,Georges Simenon,"3.84 avg rating — 14,337 ratings",https://www.goodreads.com/book/show/13502150-the-blue-room
Personality,Andrew O'Hagan,3.51 avg rating — 340 ratings,https://www.goodreads.com/book/show/695824.Personality
Tropic Of Ruislip,Leslie Thomas,3.76 avg rating — 398 ratings,https://www.goodreads.com/book/show/1205806.Tropic_Of_Ruislip
Who Do You Think You Are?,Alice Munro,"3.89 avg rating — 7,513 ratings",https://www.goodreads.com/book/show/31662.Who_Do_You_Think_You_Are_
The Ragazzi,Pier Paolo Pasolini,"3.59 avg rating — 6,678 ratings",https://www.goodreads.com/book/show/967931.The_Ragazzi
Venus on the Half-Shell,Kilgore Trout(Pseudonym),"3.75 avg rating — 3,126 ratings",https://www.goodreads.com/book/show/171066.Venus_on_the_Half_Shell
A House for Mr Biswas,V.S. Naipaul,"3.81 avg rating — 22,690 ratings",https://www.goodreads.com/book/show/5849.A_House_for_Mr_Biswas
De Niro's Game,Rawi Hage,"3.78 avg rating — 4,160 ratings",https://www.goodreads.com/book/show/973960.De_Niro_s_Game
The Memoirs of a Survivor,Doris Lessing,"3.58 avg rating — 3,688 ratings",https://www.goodreads.com/book/show/371316.The_Memoirs_of_a_Survivor
"Trent's Last Case (Philip Trent, #1)",E.C. Bentley,"3.76 avg rating — 4,280 ratings",https://www.goodreads.com/book/show/994740.Trent_s_Last_Case
The Moon and the Bonfire,Cesare Pavese,"3.78 avg rating — 20,524 ratings",https://www.goodreads.com/book/show/132376.The_Moon_and_the_Bonfire
The Slaves of Solitude,Patrick Hamilton,"4.07 avg rating — 3,037 ratings",https://www.goodreads.com/book/show/176964.The_Slaves_of_Solitude
"The Magnificent Ambersons (The Growth Trilogy, #2)",Booth Tarkington,"3.79 avg rating — 12,387 ratings",https://www.goodreads.com/book/show/18442605-the-magnificent-ambersons
GB84,David Peace,"3.74 avg rating — 1,455 ratings",https://www.goodreads.com/book/show/277875.GB84
Molesworth,Geoffrey Willans,"4.27 avg rating — 1,252 ratings",https://www.goodreads.com/book/show/430450.Molesworth
Teach Us to Outgrow Our Madness,Kenzaburō Ōe,"3.84 avg rating — 2,675 ratings",https://www.goodreads.com/book/show/535316.Teach_Us_to_Outgrow_Our_Madness
Covenant with Death,John  Harris,4.57 avg rating — 686 ratings,https://www.goodreads.com/book/show/6004351-covenant-with-death
Jimmy Corrigan: The Smartest Kid on Earth,Chris Ware,"4.08 avg rating — 24,859 ratings",https://www.goodreads.com/book/show/34072.Jimmy_Corrigan
Sanctuary,William Faulkner,"3.63 avg rating — 15,341 ratings",https://www.goodreads.com/book/show/1059461.Sanctuary
Afternoon Men,Anthony  Powell,3.47 avg rating — 405 ratings,https://www.goodreads.com/book/show/146561.Afternoon_Men
Novel on Yellow Paper,Stevie Smith,3.54 avg rating — 597 ratings,https://www.goodreads.com/book/show/408704.Novel_on_Yellow_Paper
The Wimbledon Poisoner,Nigel Williams,"3.46 avg rating — 1,127 ratings",https://www.goodreads.com/book/show/530628.The_Wimbledon_Poisoner
The Night Sessions,Ken MacLeod,"3.56 avg rating — 1,085 ratings",https://www.goodreads.com/book/show/2945119-the-night-sessions
Smallbone Deceased,Michael    Gilbert,"4.05 avg rating — 2,861 ratings",https://www.goodreads.com/book/show/7956821-smallbone-deceased
Anglo-Saxon Attitudes,Angus Wilson,3.67 avg rating — 649 ratings,https://www.goodreads.com/book/show/1565613.Anglo_Saxon_Attitudes
Married Man,Piers Paul Read,3.89 avg rating — 188 ratings,https://www.goodreads.com/book/show/353473.Married_Man
From Here to Eternity,James  Jones,"4.08 avg rating — 18,303 ratings",https://www.goodreads.com/book/show/116114.From_Here_to_Eternity
The Map of Love,Ahdaf Soueif,"3.81 avg rating — 7,371 ratings",https://www.goodreads.com/book/show/89821.The_Map_of_Love
Pointed Roofs,Dorothy M. Richardson,3.39 avg rating — 357 ratings,https://www.goodreads.com/book/show/7697487-pointed-roofs
Andersonville,MacKinlay Kantor,"4.10 avg rating — 8,489 ratings",https://www.goodreads.com/book/show/77239.Andersonville
"The History of Rasselas, Prince of Abissinia",Samuel Johnson,"3.46 avg rating — 6,956 ratings",https://www.goodreads.com/book/show/530747.The_History_of_Rasselas_Prince_of_Abissinia
The Towers of Trebizond,Rose Macaulay,"3.68 avg rating — 1,891 ratings",https://www.goodreads.com/book/show/13539066-the-towers-of-trebizond
Anthills of the Savannah,Chinua Achebe,"3.85 avg rating — 4,674 ratings",https://www.goodreads.com/book/show/80213.Anthills_of_the_Savannah
The Man with the Golden Arm,Nelson Algren,"3.86 avg rating — 3,329 ratings",https://www.goodreads.com/book/show/383022.The_Man_with_the_Golden_Arm
"Bones and Silence (Dalziel & Pascoe, #11)",Reginald Hill,"4.02 avg rating — 3,059 ratings",https://www.goodreads.com/book/show/77180.Bones_and_Silence
Fortunes of Richard Mahony,Henry Handel Richardson,4.17 avg rating — 380 ratings,https://www.goodreads.com/book/show/2398995.Fortunes_of_Richard_Mahony
To Each His Own,Leonardo Sciascia,"3.82 avg rating — 7,877 ratings",https://www.goodreads.com/book/show/130220.To_Each_His_Own
Day,A.L. Kennedy,3.41 avg rating — 736 ratings,https://www.goodreads.com/book/show/871689.Day
Under Western Eyes,Joseph Conrad,"3.70 avg rating — 3,612 ratings",https://www.goodreads.com/book/show/6116347-under-western-eyes
"Staying On (The Raj Quartet, #5)",Paul Scott,"3.89 avg rating — 4,340 ratings",https://www.goodreads.com/book/show/414824.Staying_On
Epitaph for a Spy,Eric Ambler,"3.91 avg rating — 5,490 ratings",https://www.goodreads.com/book/show/46432.Epitaph_for_a_Spy
Last Exit to Brooklyn,Hubert Selby Jr.,"3.96 avg rating — 33,879 ratings",https://www.goodreads.com/book/show/50275.Last_Exit_to_Brooklyn
The Asphalt Jungle,W.R. Burnett,"3.92 avg rating — 2,391 ratings",https://www.goodreads.com/book/show/439283.The_Asphalt_Jungle
The Lonely Londoners,Sam Selvon,"3.70 avg rating — 14,403 ratings",https://www.goodreads.com/book/show/612888.The_Lonely_Londoners
The Three Sisters,May Sinclair,3.73 avg rating — 284 ratings,https://www.goodreads.com/book/show/2455799.The_Three_Sisters
"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,"4.07 avg rating — 154,004 ratings",https://www.goodreads.com/book/show/469571.All_the_Pretty_Horses
The Naked and the Dead,Norman Mailer,"3.95 avg rating — 26,785 ratings",https://www.goodreads.com/book/show/12467.The_Naked_and_the_Dead
The Black Prince,Iris Murdoch,"3.96 avg rating — 7,253 ratings",https://www.goodreads.com/book/show/120182.The_Black_Prince
Ascent,Jed Mercurio,3.78 avg rating — 605 ratings,https://www.goodreads.com/book/show/490270.Ascent
Silence,Shūsaku Endō,"4.10 avg rating — 41,266 ratings",https://www.goodreads.com/book/show/25200.Silence
The Case of Comrade Tulayev,Victor Serge,"4.12 avg rating — 1,707 ratings",https://www.goodreads.com/book/show/79787.The_Case_of_Comrade_Tulayev
The Manchurian Candidate,Richard Condon,"4.08 avg rating — 25,189 ratings",https://www.goodreads.com/book/show/376514.The_Manchurian_Candidate
Ingenious Pain,Andrew  Miller,"3.72 avg rating — 2,055 ratings",https://www.goodreads.com/book/show/382468.Ingenious_Pain
"Ratking (Aurelio Zen, #1)",Michael Dibdin,"3.74 avg rating — 5,206 ratings",https://www.goodreads.com/book/show/715939.Ratking
Rickshaw Boy,Lao She,"3.92 avg rating — 2,841 ratings",https://www.goodreads.com/book/show/8016836-rickshaw-boy
"Sharpe's Eagle (Sharpe, #8)",Bernard Cornwell(Goodreads Author),"4.30 avg rating — 17,862 ratings",https://www.goodreads.com/book/show/557307.Sharpe_s_Eagle
"Dead Lagoon (Aurelio Zen, #4)",Michael Dibdin,"3.85 avg rating — 2,332 ratings",https://www.goodreads.com/book/show/800012.Dead_Lagoon
The Man Who Loved Children,Christina Stead,"3.56 avg rating — 4,732 ratings",https://www.goodreads.com/book/show/304344.The_Man_Who_Loved_Children
Barry Lyndon,William Makepeace Thackeray,"3.63 avg rating — 3,012 ratings",https://www.goodreads.com/book/show/29563342-barry-lyndon
A Rich Full Death,Michael Dibdin,3.53 avg rating — 443 ratings,https://www.goodreads.com/book/show/957054.A_Rich_Full_Death
The Children of the New Forest,Frederick Marryat,"3.89 avg rating — 6,208 ratings",https://www.goodreads.com/book/show/341865.The_Children_of_the_New_Forest
Mother London,Michael Moorcock,3.76 avg rating — 689 ratings,https://www.goodreads.com/book/show/60160.Mother_London
This Sporting Life,David Storey,3.59 avg rating — 577 ratings,https://www.goodreads.com/book/show/2125664.This_Sporting_Life
The Crime of Father Amaro,Eça de Queirós,"4.16 avg rating — 8,138 ratings",https://www.goodreads.com/book/show/1008335.The_Crime_of_Father_Amaro
Angel,Elizabeth Taylor,"3.90 avg rating — 3,412 ratings",https://www.goodreads.com/book/show/647121.Angel
The Cruel Sea,Nicholas Monsarrat,"4.24 avg rating — 8,570 ratings",https://www.goodreads.com/book/show/183586.The_Cruel_Sea
The Bottle Factory Outing,Beryl Bainbridge,"3.36 avg rating — 2,709 ratings",https://www.goodreads.com/book/show/448160.The_Bottle_Factory_Outing
The Red Room,August Strindberg,"3.24 avg rating — 4,659 ratings",https://www.goodreads.com/book/show/6452930-the-red-room
Death in Summer,William Trevor,"3.69 avg rating — 1,213 ratings",https://www.goodreads.com/book/show/599550.Death_in_Summer
History,Elsa Morante,"4.31 avg rating — 11,837 ratings",https://www.goodreads.com/book/show/1158380.History
"The Big Nowhere (L.A. Quartet, #2)",James Ellroy,"4.09 avg rating — 19,279 ratings",https://www.goodreads.com/book/show/36058.The_Big_Nowhere
The Getaway,Jim Thompson,"3.85 avg rating — 9,756 ratings",https://www.goodreads.com/book/show/19161905-the-getaway
Paz en la guerra,Miguel de Unamuno,3.47 avg rating — 134 ratings,https://www.goodreads.com/book/show/190738.Paz_en_la_guerra
The Sorrow of War,Bảo Ninh,"4.08 avg rating — 12,287 ratings",https://www.goodreads.com/book/show/780889.The_Sorrow_of_War
"The Last Chronicle of Barset (Chronicles of Barsetshire, #6)",Anthony Trollope,"4.20 avg rating — 6,505 ratings",https://www.goodreads.com/book/show/149789.The_Last_Chronicle_of_Barset
"The Rabbit Novels, Volume One: Rabbit, Run / Rabbit Redux",John Updike,"really liked it4.00 avg rating — 1,180 ratings",https://www.goodreads.com/book/show/11663.The_Rabbit_Novels_Volume_One
"The Neon Rain (Dave Robicheaux, #1)",James Lee Burke,"3.90 avg rating — 29,234 ratings",https://www.goodreads.com/book/show/55022.The_Neon_Rain
Wise Children,Angela Carter,"3.89 avg rating — 9,824 ratings",https://www.goodreads.com/book/show/1346619.Wise_Children
The King of Torts,John Grisham(Goodreads Author),"3.73 avg rating — 92,219 ratings",https://www.goodreads.com/book/show/5356.The_King_of_Torts
"Morvern Callar (Morvern Callar Cycle, #1)",Alan Warner,"3.69 avg rating — 4,907 ratings",https://www.goodreads.com/book/show/526164.Morvern_Callar
"The Valley of Bones (A Dance to the Music of Time, #7)",Anthony  Powell,"4.10 avg rating — 1,020 ratings",https://www.goodreads.com/book/show/363240.The_Valley_of_Bones
"The Virgin in the Garden (The Frederica Quartet, #1)",A.S. Byatt,"3.72 avg rating — 3,725 ratings",https://www.goodreads.com/book/show/86888.The_Virgin_in_the_Garden
Couples,John Updike,"3.59 avg rating — 5,954 ratings",https://www.goodreads.com/book/show/11662.Couples
Hangover Square,Patrick Hamilton,"4.13 avg rating — 5,965 ratings",https://www.goodreads.com/book/show/133238.Hangover_Square
The History of Mr. Polly,H.G. Wells,"3.64 avg rating — 2,254 ratings",https://www.goodreads.com/book/show/483583.The_History_of_Mr_Polly
"The Soldier's Art (A Dance to the Music of Time, #8)",Anthony  Powell,4.20 avg rating — 987 ratings,https://www.goodreads.com/book/show/2340615.The_Soldier_s_Art
The Poisoned Chocolates Case,Anthony Berkeley,"3.78 avg rating — 3,944 ratings",https://www.goodreads.com/book/show/6876415-the-poisoned-chocolates-case
Z,Vassilis Vassilikos,"4.02 avg rating — 1,655 ratings",https://www.goodreads.com/book/show/871294.Z
Black Sunday,Thomas  Harris,"3.62 avg rating — 9,652 ratings",https://www.goodreads.com/book/show/32417.Black_Sunday
Frost in May (Frost in May #1),Antonia White,"3.84 avg rating — 2,479 ratings",https://www.goodreads.com/book/show/1280771.Frost_in_May
"The Military Philosophers (A Dance to the Music of Time, #9)",Anthony  Powell,4.05 avg rating — 961 ratings,https://www.goodreads.com/book/show/1790475.The_Military_Philosophers
Tourist Season,Carl Hiaasen(Goodreads Author),"3.91 avg rating — 25,585 ratings",https://www.goodreads.com/book/show/13064.Tourist_Season
The Tree of Man,Patrick White,"3.96 avg rating — 2,290 ratings",https://www.goodreads.com/book/show/561413.The_Tree_of_Man
The Adventures of Baron Münchausen,Rudolf Erich Raspe,"3.79 avg rating — 8,451 ratings",https://www.goodreads.com/book/show/836924.The_Adventures_of_Baron_M_nchausen
La Bête humaine,Émile Zola,"4.03 avg rating — 13,575 ratings",https://www.goodreads.com/book/show/28417.La_B_te_humaine
The Friends of Eddie Coyle,George V. Higgins,"4.04 avg rating — 11,363 ratings",https://www.goodreads.com/book/show/82121.The_Friends_of_Eddie_Coyle
"I'll Go to Bed at Noon (The Jones Trilogy, #2)",Gerard Woodward(Goodreads Author),3.75 avg rating — 572 ratings,https://www.goodreads.com/book/show/461147.I_ll_Go_to_Bed_at_Noon
The Devil to Pay in the Backlands,João Guimarães Rosa,"4.62 avg rating — 6,679 ratings",https://www.goodreads.com/book/show/165017.The_Devil_to_Pay_in_the_Backlands
A Glastonbury Romance,John Cowper Powys,4.23 avg rating — 487 ratings,https://www.goodreads.com/book/show/959613.A_Glastonbury_Romance
Crome Yellow,Aldous Huxley,"3.42 avg rating — 9,138 ratings",https://www.goodreads.com/book/show/6587692-crome-yellow
The Driver's Seat,Muriel Spark,"3.58 avg rating — 15,290 ratings",https://www.goodreads.com/book/show/220423.The_Driver_s_Seat
Master Georgie,Beryl Bainbridge,"3.52 avg rating — 2,477 ratings",https://www.goodreads.com/book/show/220451.Master_Georgie
The Hunters,James Salter,"4.11 avg rating — 2,610 ratings",https://www.goodreads.com/book/show/174621.The_Hunters
An Ice-Cream War,William  Boyd,"3.92 avg rating — 4,726 ratings",https://www.goodreads.com/book/show/77833.An_Ice_Cream_War
Nightwood,Djuna Barnes,"3.60 avg rating — 15,247 ratings",https://www.goodreads.com/book/show/53101.Nightwood
Dirty Tricks,Michael Dibdin,3.61 avg rating — 575 ratings,https://www.goodreads.com/book/show/1604322.Dirty_Tricks
"A Rage in Harlem (Harlem Cycle, #1)",Chester Himes,"3.89 avg rating — 7,958 ratings",https://www.goodreads.com/book/show/565816.A_Rage_in_Harlem
52 Pickup,Elmore Leonard,"3.95 avg rating — 8,975 ratings",https://www.goodreads.com/book/show/288995.52_Pickup
The Garden of the Finzi-Continis,Giorgio Bassani,"3.77 avg rating — 15,755 ratings",https://www.goodreads.com/book/show/355789.The_Garden_of_the_Finzi_Continis
The Young Lions,Irwin Shaw,"4.25 avg rating — 4,705 ratings",https://www.goodreads.com/book/show/315511.The_Young_Lions
"Death at the President's Lodging (Sir John Appleby, #1)",Michael Innes,"3.53 avg rating — 2,064 ratings",https://www.goodreads.com/book/show/1360734.Death_at_the_President_s_Lodging
Love for Lydia,H.E. Bates,3.92 avg rating — 800 ratings,https://www.goodreads.com/book/show/548146.Love_for_Lydia
Tobacco Road,Erskine Caldwell,"3.70 avg rating — 16,110 ratings",https://www.goodreads.com/book/show/59091.Tobacco_Road
Castle Rackrent,Maria Edgeworth,"3.16 avg rating — 4,545 ratings",https://www.goodreads.com/book/show/251290.Castle_Rackrent
"The Pursuit of Love (Radlett & Montdore, #1)",Nancy Mitford,"3.95 avg rating — 23,750 ratings",https://www.goodreads.com/book/show/835458.The_Pursuit_of_Love
"A Taste for Death (Adam Dalgliesh, #7)",P.D. James,"4.02 avg rating — 16,986 ratings",https://www.goodreads.com/book/show/3830.A_Taste_for_Death
More Die of Heartbreak,Saul Bellow,"3.71 avg rating — 1,629 ratings",https://www.goodreads.com/book/show/133608.More_Die_of_Heartbreak
The Charterhouse of Parma,Stendhal,"3.79 avg rating — 20,557 ratings",https://www.goodreads.com/book/show/14680.The_Charterhouse_of_Parma
Beauty and Sadness,Yasunari Kawabata,"3.79 avg rating — 15,965 ratings",https://www.goodreads.com/book/show/2385744.Beauty_and_Sadness
The Death of the Heart,Elizabeth Bowen,"3.63 avg rating — 9,533 ratings",https://www.goodreads.com/book/show/91494.The_Death_of_the_Heart
"The History Of Pompey The Little: Or, The Life And Adventures Of A Lap-dog",Francis Coventry,2.91 avg rating — 117 ratings,https://www.goodreads.com/book/show/12841481-the-history-of-pompey-the-little
The Adventures of Peregrine Pickle,Tobias Smollett,3.41 avg rating — 782 ratings,https://www.goodreads.com/book/show/11182626-the-adventures-of-peregrine-pickle
The Heat of the Day,Elizabeth Bowen,"3.38 avg rating — 2,939 ratings",https://www.goodreads.com/book/show/195987.The_Heat_of_the_Day
A Sentimental Journey,Laurence Sterne,"3.30 avg rating — 6,546 ratings",https://www.goodreads.com/book/show/762821.A_Sentimental_Journey
Bomber,Len Deighton,"4.20 avg rating — 3,584 ratings",https://www.goodreads.com/book/show/171625.Bomber
"Get Shorty (Chili Palmer, #1)",Elmore Leonard,"3.96 avg rating — 26,010 ratings",https://www.goodreads.com/book/show/702539.Get_Shorty
Look at Me,Anita Brookner,"3.95 avg rating — 2,826 ratings",https://www.goodreads.com/book/show/84512.Look_at_Me
A Flag for Sunrise,Robert  Stone,"3.86 avg rating — 1,161 ratings",https://www.goodreads.com/book/show/241951.A_Flag_for_Sunrise
Headlong Hall,Thomas Love Peacock,3.38 avg rating — 187 ratings,https://www.goodreads.com/book/show/132247.Headlong_Hall
Three Soldiers,John Dos Passos,"3.55 avg rating — 1,388 ratings",https://www.goodreads.com/book/show/7105.Three_Soldiers
Tom Brown's Schooldays,Thomas Hughes,"3.45 avg rating — 3,111 ratings",https://www.goodreads.com/book/show/36158558-tom-brown-s-schooldays
Motherless Brooklyn,Jonathan Lethem,"3.86 avg rating — 43,088 ratings",https://www.goodreads.com/book/show/328854.Motherless_Brooklyn
Sophie’s Choice,William Styron,"4.17 avg rating — 95,340 ratings",https://www.goodreads.com/book/show/228560.Sophie_s_Choice
South Wind,Franz Clemens Brentano,3.61 avg rating — 339 ratings,https://www.goodreads.com/book/show/1198855.South_Wind
The Unbearable Bassington,Saki,3.76 avg rating — 712 ratings,https://www.goodreads.com/book/show/36286441-the-unbearable-bassington
A Month in the Country,J.L. Carr,"4.07 avg rating — 32,125 ratings",https://www.goodreads.com/book/show/60707.A_Month_in_the_Country
"Justine (The Alexandria Quartet, #1)",Lawrence Durrell,"3.84 avg rating — 10,443 ratings",https://www.goodreads.com/book/show/13037.Justine
Claudine at School,Colette,"3.72 avg rating — 2,955 ratings",https://www.goodreads.com/book/show/1100574.Claudine_at_School
"Men at Arms (Sword of Honour, #1)",Evelyn Waugh,"3.89 avg rating — 3,822 ratings",https://www.goodreads.com/book/show/264121.Men_at_Arms
Millennium People,J.G. Ballard,"3.38 avg rating — 2,961 ratings",https://www.goodreads.com/book/show/70261.Millennium_People
The Bamboo Bed,William Eastlake,3.60 avg rating — 47 ratings,https://www.goodreads.com/book/show/3595749-the-bamboo-bed
A Quiet Belief in Angels,R.J. Ellory,"3.85 avg rating — 7,166 ratings",https://www.goodreads.com/book/show/9970255-a-quiet-belief-in-angels
"Toxic Shock (V.I. Warshawski, #5)",Sara Paretsky(Goodreads Author),"4.02 avg rating — 10,314 ratings",https://www.goodreads.com/book/show/482026.Toxic_Shock
The Princesse de Clèves,Madame de La Fayette,"3.35 avg rating — 19,462 ratings",https://www.goodreads.com/book/show/354364.The_Princesse_de_Cl_ves
The Insult,Rupert Thomson,"3.64 avg rating — 1,457 ratings",https://www.goodreads.com/book/show/285810.The_Insult
"Sybil, or the Two Nations",Benjamin Disraeli,"3.30 avg rating — 1,305 ratings",https://www.goodreads.com/book/show/327008.Sybil_or_the_Two_Nations
"Nineteen Seventy-Four (Red Riding, #1)",David Peace,"3.62 avg rating — 6,468 ratings",https://www.goodreads.com/book/show/659058.Nineteen_Seventy_Four
The Parasites,Daphne du Maurier,"3.72 avg rating — 3,087 ratings",https://www.goodreads.com/book/show/18869975-the-parasites
Parade's End,Ford Madox Ford,"3.87 avg rating — 6,909 ratings",https://www.goodreads.com/book/show/777824.Parade_s_End
A Heart So White,Javier Marías,"4.02 avg rating — 19,633 ratings",https://www.goodreads.com/book/show/1198391.A_Heart_So_White
"The Hanging Garden (Inspector Rebus, #9)",Ian Rankin(Goodreads Author),"4.09 avg rating — 14,765 ratings",https://www.goodreads.com/book/show/2865169-the-hanging-garden
"Nineteen Seventy Seven (Red Riding, #2)",David Peace,"3.85 avg rating — 3,658 ratings",https://www.goodreads.com/book/show/659059.Nineteen_Seventy_Seven
The Big Blowdown (D.C. Quartet #1),George P. Pelecanos,"4.04 avg rating — 2,871 ratings",https://www.goodreads.com/book/show/307439.The_Big_Blowdown
The Strange Boarders of Palace Crescent,E. Phillips Oppenheim,3.53 avg rating — 38 ratings,https://www.goodreads.com/book/show/25324777-the-strange-boarders-of-palace-crescent
